,dt,f,ef
0,5.391374999999243,16.18559213884129,0.6467376037048979
1,6.308416666666744,31.364893865316304,0.9729550526674886
2,7.365708333330986,41.92148281632128,0.6642105069598956
3,8.369958333336399,41.438153698492684,0.5580200248674825
4,9.264416666665056,37.0053865543921,0.7909246391534515
5,10.256625000001804,38.46901349520129,0.8489097054690181
6,11.258541666669771,23.265377660327186,1.107875126682247
7,13.303541666668025,32.94466245683768,1.0121398559073278
8,14.368458333330636,38.709604489774854,0.576451691409102
9,15.22629166666593,28.642588854137045,3.9978933276466684
10,17.288458333336166,36.5684738600551,1.5450470027621817
11,18.39824999999837,49.31847700975333,0.6484219430760859
12,19.25325000000157,51.35948164146868,1.25244060475162
13,20.282541666667385,49.15519811875368,1.8400873435794074
14,24.38845833333471,53.20004162351145,0.5989179832047188
15,26.256458333336923,34.099278744748176,1.3302695677081382
16,31.20362500000192,36.76386968153921,1.1185380142948376
17,35.34362500000134,20.6329893223853,1.0384430185772469
18,36.34362500000134,20.78970157987127,1.417242814467415
19,39.25254166666855,19.737275154865973,1.7574962369015223
20,41.2355000000025,15.081260367718942,1.7318708410861268
21,44.23716666666587,9.015014743752285,1.3581022532587372
22,45.22729166666977,10.552629447948297,2.3902768044849334
23,47.24191666666593,11.282117129922119,2.36440507348057
24,48.31041666666715,5.734620815301406,1.320021690945261
25,76.27037500000006,0.612805107554925,0.6325730142502451
