x L L_unc
3.3285004496110493 1.0564328428312562e+47 2.3747560944175537e+45
3.3555193755272343 1.0010646302994055e+47 2.909285132066708e+45
3.356870321820224 1.1013709228496337e+47 5.2209985536313854e+45
3.375783569961885 1.0384810300699653e+47 2.349889575624939e+45
3.3771345162548747 8.188739305211196e+46 2.0866839113740276e+45
3.3784854625511813 8.188739305211196e+46 2.0866839113740276e+45
3.3798364088474884 8.194056668396398e+46 2.087361401342845e+45
3.381187355143795 8.061122588766346e+46 2.0703602571103732e+45
3.382538301440102 7.848428061358262e+46 2.042864306441776e+45
3.383889247736409 7.6889071658022e+46 2.0219968040369583e+45
3.3852401940293984 9.092691046695549e+46 2.1988437956009552e+45
3.4041534421710598 1.1751372639296587e+47 2.4997262186117608e+45
3.405504388464049 9.571253733363734e+46 4.511932278392763e+45
3.4149610125348797 9.272248119839602e+46 2.4693091502662342e+45
3.4163119588311868 9.879660798105455e+46 2.2920240214768938e+45
3.4176629051274934 9.954103882698284e+46 4.115515453285032e+45
3.444792650853043 8.442518708293381e+46 2.079665192388516e+45
3.44614359714935 8.473256033687653e+46 2.0834475978158523e+45
3.471811576765911 7.817526425276517e+46 2.0012072969529185e+45
3.473162523062218 8.001950377642149e+46 2.0246750169504644e+45
3.4745134693585245 7.971213052247877e+46 2.020782783992766e+45
3.4758644156548315 8.15872624589459e+46 2.3187931432607718e+45
3.500181448975085 7.086110405478891e+46 3.871555677747082e+45
3.501532395271392 7.023478852591156e+46 1.896852382534128e+45
3.502883341567699 7.131059491471109e+46 1.911324602442513e+45
3.5042342878606885 7.443555632979541e+46 1.9527544000658997e+45
3.5055852341569955 7.199074078558752e+46 2.5876536735048712e+45
3.5326041600698628 6.276268930405881e+46 3.429092216386879e+45
3.53395510636617 6.362626356614308e+46 1.8054090427257268e+45
3.535306052662477 6.077493763837914e+46 3.117688761094226e+45
3.5920457970808255 5.781907778904729e+46 2.3526249081786657e+45
3.5933967433771326 5.848399007336356e+46 1.8587434020343124e+45
3.613660937811783 5.120271716262861e+46 2.672760042980427e+45
3.6150118841080903 5.691528085506035e+46 1.7075437237309075e+45
3.6163628304010795 5.620539321994745e+46 1.7102757324043335e+45
3.6177137766973866 5.77861717412314e+46 1.7205582860788434e+45
3.619064722993693 6.439469670099989e+46 1.8162786460465147e+45
3.6204156692900002 6.987618639631172e+46 1.8920037511180787e+45
3.621766615586307 6.88003800075122e+46 1.8773828145716056e+45
3.6231175618792966 7.428936767913177e+46 2.4373550890493325e+45
3.6487855414991746 6.622219553860468e+46 2.0734974580722077e+45
3.6501364877921643 6.926143988842629e+46 1.8836629169127506e+45
3.651487434088471 7.202779917391076e+46 1.920912037744249e+45
3.652838380384778 7.194290757392964e+46 2.997621083772851e+45
3.6785063600013386 7.148738206251709e+46 1.9174409406013744e+45
3.6798573062976456 7.806574001835857e+46 2.1006981415661607e+45
3.7068762322105133 5.55984823787122e+46 3.204643242588708e+45
3.70822717850682 6.64000082644878e+46 1.9805460416591692e+45
3.7109290710994336 6.723235867694365e+46 1.8970706696362893e+45
3.7365970507159947 5.536077964524017e+46 2.4394873456041072e+45
3.7379479970123013 6.331553216935029e+46 1.844750553891014e+45
3.7406498896015976 7.193155117278299e+46 2.6733150433117953e+45
3.7676688155177827 6.761974578147631e+46 2.2640765595353665e+45
3.769019761810772 8.050342029070065e+46 4.0302119027560113e+45
3.7946877414306504 4.764285436112163e+46 2.2093844036414474e+45
3.7960386877269574 4.595230146443667e+46 1.5343027153661047e+45
3.7973896340199467 5.696650973071748e+46 1.7083121255981403e+45
3.7987405803162533 8.107823178882702e+46 2.3533086920376296e+45
3.8000915266125603 7.868755300933638e+46 3.839559517798394e+45
3.825759506229121 5.72738829846602e+46 1.7129147198954597e+45
3.827110452525428 6.260168605300069e+46 1.790813706546651e+45
3.828461398821735 6.914012775965766e+46 2.6933171380007194e+45
3.8541293784382957 5.070074359531479e+46 2.618174978699744e+45
3.8554803247346023 6.173079516682964e+46 1.7783134966184903e+45
3.8568312710309094 6.669999610557028e+46 1.8485036459205665e+45
3.8581822173272164 7.201103347375979e+46 2.3924063157333576e+45
3.883850196943777 5.626869139858531e+46 2.2329547205312353e+45
3.8852011432400837 6.787826024568404e+46 1.864759292950102e+45
3.8865520895363908 7.644974789858522e+46 1.994642854653273e+45
3.88790303582938 7.352914542241679e+46 2.5354877462319375e+45
3.9161568110906715 7.449597512961096e+46 1.9597420002354238e+45
3.9175077573869785 7.643306909796645e+46 2.9617214843352436e+45
3.9445266832998462 8.461121104763469e+46 3.9111548834418244e+45
3.945877629596153 8.264155580122241e+46 2.064104743156811e+45
3.9742475018053276 8.96401538107699e+46 3.0764421309137084e+45
3.975598448101634 9.754971870909878e+46 2.2558238995235802e+45
4.002617374014502 8.155891533221076e+46 2.0505398383807228e+45
4.0039683203108085 8.119803517587355e+46 2.0459980781647175e+45
4.005319266607116 9.124060293044119e+46 2.4786688828422403e+45
4.03368913881629 7.727928473241343e+46 2.0238780893340507e+45
4.035040085109279 7.755046718945735e+46 2.8167598024915506e+45
4.060708064729158 7.663930520991064e+46 2.237703664710109e+45
4.062059011022147 8.047627486319912e+46 2.0368844681287815e+45
4.063409957318454 8.063093778734364e+46 2.038840882376154e+45
4.0647609036147605 7.987302275058024e+46 3.700046222302542e+45
4.093130775823935 8.104337225172903e+46 2.044048743824151e+45
4.117447809147507 7.867653108687872e+46 2.588267806838848e+45
4.118798755440496 8.063093778734364e+46 2.038840882376154e+45
4.120149701736803 8.362108765413771e+46 2.0763012592785745e+45
4.12150064803311 8.382730488633041e+46 2.078859858932607e+45
4.122851594329417 7.944000935707894e+46 2.239747004479932e+45
4.151221466538591 6.823066666764323e+46 4.121965401838945e+45
4.152572412831581 7.501517458862982e+46 2.5273255423660084e+45
4.178240392451459 6.606580108415255e+46 2.2450073752367394e+45
4.179591338747766 8.406731687367675e+46 3.053462326734277e+45
4.180942285040755 9.068844571858441e+46 2.9239128153507864e+45
4.182293231337062 7.615189925238829e+46 3.1702449961699705e+45
4.207961210953623 6.773373272887272e+46 1.9844585448871664e+45
4.20931215724993 8.001971841959916e+46 2.1810944998665777e+45
4.237682029459104 6.470065660045798e+46 1.8263618659417682e+45
4.2390329757554115 7.382576912498471e+46 1.9509064732056986e+45
4.240383922051718 8.336774656224474e+46 2.2312865158468432e+45
4.286316096102929 8.204696320128351e+46 2.1241154098924365e+45
4.287667042399236 6.926078996128109e+46 2.79513816043439e+45
4.316036914608411 6.580535491245165e+46 2.0098508273107196e+45
4.317387860904717 6.042164903245955e+46 1.7649352178449564e+45
4.318738807201025 6.253537566243467e+46 1.795541064974767e+45
4.320089753494014 6.165895242561572e+46 1.7829146411786208e+45
4.321440699790321 6.078252918879678e+46 1.770198145234777e+45
4.322791646086627 6.476551484005081e+46 1.856515385692311e+45
4.324142592382935 6.56286341453251e+46 1.8394126908181143e+45
4.3254935386792415 6.676282892238491e+46 1.8552388391623857e+45
4.326844484972231 7.006230463746804e+46 1.9005297896562452e+45
4.328195431268537 7.532084405838175e+46 1.9705618678115894e+45
4.329546377564845 8.201554100156616e+46 4.3964942948331434e+45
4.355246019985977 7.651729442333935e+46 2.003922035296986e+45
4.356596966282283 7.88354767851739e+46 2.0260901050336104e+45
4.357947912578591 7.934119210821558e+46 2.0568245102791112e+45
4.383615892195151 7.775934513893667e+46 3.015377908032713e+45
4.384966838491458 8.263665895513274e+46 2.074360807734606e+45
4.386317784787765 7.982482556913578e+46 2.0387638162706452e+45
4.387668731080755 7.948204820050456e+46 2.3802997157897227e+45
4.413336710700633 6.546834804074285e+46 2.6529114351880003e+45
4.414687656996939 6.649465247996504e+46 1.8607639613214952e+45
4.416038603289929 6.613015555955803e+46 1.8556568553467064e+45
4.417389549586236 6.536721896004259e+46 2.540569206831767e+45
4.443057529202797 7.229924559721678e+46 2.3334480619426763e+45
4.444408475499103 7.399287484262357e+46 1.9628760869235156e+45
4.44575942179541 7.399287484262357e+46 1.9628760869235156e+45
4.4471103680917174 7.628713200899892e+46 3.500293756887005e+45
4.472778347708278 6.904795518718628e+46 2.0092126800653143e+45
4.474129294004585 6.435974194615253e+46 1.8306489001866622e+45
4.475480240300891 6.087098570797112e+46 1.780340599061281e+45
4.499797273621145 5.946866033682027e+46 1.8484938765222017e+45
4.501148219917452 6.007086462560864e+46 1.8459328747201343e+45
4.5024991662137595 5.606352786895266e+46 1.7536986719145923e+45
4.503850112510066 5.897268289885921e+46 1.7732636292168653e+45
4.505201058806373 5.834807257553479e+46 2.1082014680162295e+45
4.530869038422933 5.914647109467477e+46 2.4166592672411292e+45
4.532219984719241 6.255347867748937e+46 1.8486245783903284e+45
4.53357093101223 6.070274022481242e+46 1.7954992348731903e+45
4.534921877308537 6.144884528405793e+46 2.580609068636753e+45
4.560589856928415 6.788867013845245e+46 2.5424506781006094e+45
4.561940803221405 6.580785190361916e+46 1.8620721718131117e+45
4.563291749517711 6.272706347100561e+46 1.8361979691653756e+45
4.564642695814018 6.320598689743186e+46 3.076819505520777e+45
4.586257836544976 5.205783422149599e+46 2.702708052404119e+45
4.587608782841283 5.342648697762424e+46 1.6811092777046164e+45
4.588959729137589 6.045441779893453e+46 1.774238132811137e+45
4.590310675430579 7.003547970677601e+46 1.9096639398860566e+45
4.591661621726886 7.99810385350245e+46 2.176808229314436e+45
4.593012568023193 5.837157825375161e+46 1.7434063963872435e+45
4.60922392357224 6.56674916044348e+46 2.678632887476178e+45
4.610574869865229 5.399761520886746e+46 1.6768151850219914e+45
4.611925816161537 5.373726026571959e+46 1.6727677970813322e+45
4.6132767624578435 5.274791148175769e+46 1.657297800816096e+45
4.61462770875415 5.243548554998026e+46 1.6523823776722228e+45
4.615978655050458 5.231961298073919e+46 1.6603126837255638e+45
4.617329601343447 5.884021715141776e+46 1.750390802294657e+45
4.618680547639753 6.092305669660069e+46 1.7811017686033208e+45
4.62003149393606 6.748400126392692e+46 1.8745555906646367e+45
4.6213824402323675 7.932113155644373e+46 2.2878980636303342e+45
4.622733386528674 6.510212855711334e+46 1.8976101686648634e+45
4.640295688370711 7.711713416039798e+46 2.0038876714319617e+45
4.641646634667018 7.217039024058852e+46 1.9385518336329133e+45
4.642997580963325 7.49301526379559e+46 1.9752689281886184e+45
4.644348527259631 7.711713416039798e+46 2.0038876714319617e+45
4.645699473552621 7.594000055989757e+46 1.9963482791726537e+45
4.647050419848928 7.263902913825468e+46 1.9448356536909598e+45
4.648401366145235 7.47218686834376e+46 1.9725216067022e+45
4.652454205030838 8.521186554746354e+46 3.791878103844768e+45
4.678122184650716 6.011646487859064e+46 2.2885946767785422e+45
4.679473130947023 6.357867711670893e+46 1.8195066652463726e+45
4.680824077240012 8.675108702238821e+46 2.1337252784217533e+45
4.6821750235363195 9.284755608286278e+46 3.2806069582324e+45
4.709193949449187 7.033420140863581e+46 3.512322301455839e+45
4.710544895745493 7.133902147999082e+46 2.0073610040551642e+45
4.738914767954668 6.287223550583359e+46 2.5688897988531372e+45
4.740265714250976 6.942798695820494e+46 3.5852456011982174e+45
4.7686355864601495 6.146290546799942e+46 2.1044498476768484e+45
4.769986532756457 6.758254332163253e+46 2.200790433035259e+45
4.795654512373018 6.790056917296351e+46 1.8803322954197535e+45
4.797005458669324 6.878577597966626e+46 1.892549344658576e+45
4.7983564049623135 6.774435620707479e+46 1.8781681664634574e+45
4.79970735125862 6.7929102701767e+46 2.490401737962468e+45
4.8248528946130245 6.793998011164446e+46 2.0025701904599238e+45
4.826203840909331 7.326577606410215e+46 2.07144077612489e+45
4.827554787205639 6.963469843342722e+46 2.019457803455116e+45
4.828905733501945 6.944868491734439e+46 2.3227114335998377e+45
4.854573713118506 6.858051460516676e+46 2.0041135114093986e+45
4.855924659414812 6.910760651929699e+46 2.011800179126194e+45
4.85727560571112 6.858051460516676e+46 2.0041135114093986e+45
4.8586265520074265 6.169183765173355e+46 2.7534414081572133e+45
4.881592639031374 6.802534801185372e+46 2.903251224202059e+45
4.882943585327681 7.584266986651661e+46 2.107553994839109e+45
4.884294531623987 7.730681407243392e+46 2.1277999171152072e+45
4.885645477920294 7.918091865600808e+46 2.153437185823373e+45
4.886996424213284 7.742394560890731e+46 2.1294113783208473e+45
4.888347370509591 7.068051776598004e+46 3.890834095854549e+45
4.941034276042337 6.731932023185482e+46 2.2353013364016924e+45
4.942385222338643 6.500800274272852e+46 1.9512158954322778e+45
4.943736168631633 6.834625153222e+46 2.0006875086936786e+45
4.945087114927939 6.817055422750991e+46 1.9981142645280665e+45
4.946438061224247 7.242808254269515e+46 2.3243278098403484e+45
4.972607368568794 5.724555475724693e+46 1.699197464264536e+45
4.973958314865102 5.689249847240047e+46 1.693949550781068e+45
4.975309261161408 5.396717496938697e+46 1.6498246339902955e+45
4.9766602074543975 5.070805369260053e+46 3.450246068437443e+45
4.999626294481662 5.654465700816759e+46 2.243906295076601e+45
5.000977240777969 6.05743711572278e+46 1.7479032423299783e+45
5.0023281870742755 6.904772199354277e+46 1.866154648474129e+45
5.003679133367266 5.774992087845614e+46 1.7066664480388518e+45
5.005030079663572 5.613594929058663e+46 1.6826489129143898e+45
5.02124143521262 5.505579801733289e+46 2.3847312712955933e+45
5.022592381508927 5.416892141787066e+46 1.652905541697099e+45
5.023943327805234 5.47237241512008e+46 1.66134864872874e+45
5.025294274098223 5.497590721180542e+46 1.6651722220040354e+45
5.0266452203945295 5.411848480574974e+46 1.6521359400717186e+45
5.027996166690837 5.550578100928624e+46 2.870135562857885e+45
5.063120770378228 5.734978960138843e+46 1.756520471729361e+45
5.064471716674535 5.375123091011827e+46 2.2673589426080336e+45
5.09284158888371 6.482786083169659e+46 2.410973917119436e+45
5.094192535176699 6.160315613959716e+46 3.095675015191832e+45
5.119860514796577 5.299769240986292e+46 1.6920861528456157e+45
5.121211461092884 7.098386113542248e+46 2.0941106499117694e+45
5.149581333298741 5.7195118145126e+46 1.698448641883041e+45
5.150932279595048 6.097786405419518e+46 1.7537150814044436e+45
5.180653098100529 6.889226862202895e+46 2.4683217442366795e+45
5.20632107771709 5.296358366582605e+46 1.6376139422016052e+45
5.207672024013397 5.346280884817774e+46 1.642097064069852e+45
5.209022970309704 5.366455529666144e+46 1.6451925942075378e+45
5.21037391660601 6.236298074592861e+46 2.3404410825557706e+45
5.234690949926264 4.942092267981051e+46 3.316915280445998e+45
5.236041896222571 4.741041539366706e+46 1.5463572750697e+45
5.2373928425188785 4.720866894518336e+46 1.5430635725134788e+45
5.238743788815185 5.285756950272668e+46 1.6327758415836525e+45
5.240094735108174 5.767258515032493e+46 1.8830766490129905e+45
5.265984354353417 4.877633507311979e+46 1.6359057700827635e+45
5.267335300649724 5.168426056116855e+46 1.6839642056929628e+45
5.2686862469460305 4.992853196461082e+46 1.655114723614813e+45
5.270037193242337 4.924112320312094e+46 2.8195384533552423e+45
5.294354226562591 5.314637760041354e+46 3.17610363950111e+45
5.295705172858899 5.014799803918053e+46 1.658748366307956e+45
5.297056119155205 5.722577894405393e+46 1.7719421651809214e+45
5.298407065451512 5.601871553392049e+46 1.7531548448039513e+45
5.3240750450680725 6.007883791346027e+46 1.8155762258766372e+45
5.32542599136438 6.057263658124213e+46 1.8230220434452426e+45
5.326776937657369 6.188943302866044e+46 1.8427311173168614e+45
5.328127883953676 5.981053313601693e+46 2.1484577471283198e+45
5.382165735779411 5.33021196159472e+46 2.529606793849683e+45
5.383516682075718 5.371432175093845e+46 1.716717117079742e+45
5.384867628372025 5.316565656451415e+46 1.7079269710151947e+45
5.386218574668332 5.547005034749619e+46 1.7445482541015307e+45
5.4037808765103685 5.101703158735808e+46 2.0293485261347224e+45
5.405131822806676 4.879839353004714e+46 2.6582177780472024e+45
5.411886554284893 5.551046015465306e+46 2.1607419333471977e+45
5.413237500581199 5.2507258340805e+46 1.6973186431595444e+45
5.414588446877507 5.700631286948422e+46 1.768541263152186e+45
5.415939393173813 5.604071706147669e+46 1.9989061728097457e+45
5.444309265382988 5.839277077447087e+46 2.1465610781527276e+45
5.445660211675977 6.066853913012409e+46 2.675974509367031e+45
5.474030083885151 6.02846945195386e+46 1.8403788040729104e+45
5.49969806350503 5.444568668452918e+46 2.807822095753754e+45
5.501049009798019 5.936557317110868e+46 1.8047665522303758e+45
5.503750902390633 6.371698639889024e+46 2.016925993171984e+45
5.530769828303501 5.559807110806635e+46 2.1560006795065337e+45
5.5591397005126755 5.162393552046881e+46 1.9484198669593263e+45
5.560490646808982 5.514085123564162e+46 1.7393638092924475e+45
5.588860519018157 5.63553020688784e+46 1.7974551047216172e+45
5.5902114653144634 5.503111819835676e+46 1.7376322773530218e+45
5.618581337523638 5.409838738143547e+46 1.722843617401862e+45
5.6199322838166275 5.349485567636873e+46 1.7132065422918792e+45
5.621283230112934 5.75791763874338e+46 2.2412664358472602e+45
5.640196478251278 5.777444413047822e+46 1.7804164788150817e+45
5.641547424547585 5.49213851610719e+46 1.7358989663707477e+45
5.642898370843891 5.750011153726609e+46 1.7761844498273882e+45
5.644249317140199 5.431785345600518e+46 1.7263347273679717e+45
5.676672028234976 5.728995508927266e+46 2.2083654453057436e+45
5.678022974531283 5.706117938812665e+46 1.769392064232056e+45
5.67937392082759 5.777444413047822e+46 1.7804164788150817e+45
5.699638115262241 5.607358205256292e+46 1.7540131806535325e+45
5.7009890615585475 5.689657983219936e+46 1.766838195898335e+45
5.702340007851537 5.481165212378704e+46 1.7341639809952045e+45
5.703690954147844 5.228673070090266e+46 2.1767250635967136e+45
5.706392846740457 5.515242799070429e+46 1.8850710813147082e+45
5.707743793036764 5.717091242541151e+46 1.771092619896003e+45
5.7090947393330715 5.882634486514914e+46 2.107672666580007e+45
5.729580573393086 5.569063233431972e+46 1.7540900459778833e+45
5.730931519689393 5.640886469577424e+46 1.7653649050807874e+45
5.7322824659857 5.762433484592805e+46 1.7842830720369532e+45
5.734984358574996 5.73460818526805e+46 3.840177767524067e+45
5.736335304871303 5.563538369113091e+46 1.753219725573647e+45
5.73768625116761 5.712709705722876e+46 1.7765681068553375e+45
5.739037197463917 6.041360225332362e+46 3.4938087932405505e+45
5.764705177080478 5.488775327844837e+46 2.6687338799113458e+45
5.766056123376784 5.430941625459949e+46 1.7322013666261463e+45
5.767407069673092 5.520587135102807e+46 1.77438382288161e+45
5.794425995585959 5.601525857836881e+46 2.1156670236635806e+45
5.795776941878948 5.872930770970424e+46 1.8013090640108606e+45
5.797127888175256 5.85143087477638e+46 2.1746671387486028e+45
5.824146814088123 4.726796588943513e+46 1.7012112581675555e+45
5.82549776038443 5.25414596725576e+46 1.7037735345483532e+45
5.826848706680737 5.186006086393215e+46 2.7641504600230368e+45
5.853867632593604 4.580112520352287e+46 1.590738841098013e+45
5.855218578889911 4.635361163541096e+46 1.600304356784387e+45
5.882237504802779 4.4724521897555976e+46 2.9237334378372704e+45
5.883588451099086 5.066300580413808e+46 1.6730398117954783e+45
5.884939397395392 5.008007596705538e+46 1.901013702954032e+45
5.91195832330826 4.718149825585068e+46 2.2569971938911065e+45
