Results from heasarc_swiftxrlog: Swift XRT Instrument Log
Coordinate system:  Equatorial
|target_id|obsid      |ra         |dec        |start_time           |exposure  |window_size|operation_mode|pointing_mode|flipflop|
|    15367|00015367010|03 20 00.38|+08 46 23.7|2022-11-16 01:39:38.2|   57.4836|200        |WINDOWED      |slewing      |N       |
|    15367|00015367010|03 20 00.38|+08 46 23.7|2022-11-16 01:40:35.7|  12.80973|200        |WINDOWED      |settling     |N       |
|    15367|00015367010|03 20 00.38|+08 46 23.7|2022-11-16 01:40:50.6|  599.3475|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367010|03 20 00.38|+08 46 23.7|2022-11-16 07:44:56.5|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367010|03 20 00.38|+08 46 23.7|  2022-11-16 07:45:38| 106.58769|200        |WINDOWED      |slewing      |N       |
|    15367|00015367010|03 20 00.38|+08 46 23.7|2022-11-16 07:47:24.6|  10.67479|200        |WINDOWED      |settling     |N       |
|    15367|00015367010|03 20 00.38|+08 46 23.7|2022-11-16 07:47:37.2| 1271.1173|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 07:42:56.9|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 07:43:42.8|  69.22608|200        |WINDOWED      |slewing      |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 07:44:52.2|  11.74225|200        |WINDOWED      |settling     |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 07:45:06.7| 824.10371|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 21:47:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 21:48:38.2| 126.86971|200        |WINDOWED      |slewing      |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 21:50:45.5|  10.67479|200        |WINDOWED      |settling     |N       |
|    15367|00015367011|03 20 09.75|+08 43 11.7|2022-11-17 21:50:58.2|1131.27039|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 02:20:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 02:21:38.2| 140.74736|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 02:23:58.9|  11.74229|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 02:24:12.6| 219.76164|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 03:54:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 03:55:38.2|  139.6797|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 03:57:57.9|  10.67481|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|  2022-12-01 03:58:11|  519.4366|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 05:25:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 05:26:38.2| 154.62439|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 05:29:12.8|  11.74227|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 05:29:27.2|  981.4358|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 12:00:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 12:01:38.2|  96.98023|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 12:03:15.2|  10.67479|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 12:03:27.6|1101.30183|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 13:33:56.7|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 13:34:42.4|  39.33652|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 13:35:21.7|  10.67477|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 13:35:35.2|  197.2856|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 15:14:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 15:15:38.2| 100.18263|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 15:17:18.4|  10.67475|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 15:17:31.4| 499.45652|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 16:47:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 16:48:38.2| 111.92488|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 16:50:30.1|  10.67477|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 16:50:43.2| 429.53279|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 18:11:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 18:12:38.2| 145.01701|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 18:15:03.2|   9.60729|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 18:15:15.4| 993.92054|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 21:12:56.5|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 21:13:38.2| 154.62417|200        |WINDOWED      |slewing      |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 21:16:12.8|  10.67479|200        |WINDOWED      |settling     |N       |
|    15367|00015367012|03 19 56.64|+08 47 47.0|2022-12-01 21:16:25.8| 804.12719|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 00:06:56.7|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|  2022-12-15 00:07:42|  108.7228|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 00:09:30.7|  10.67479|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 00:09:43.6| 129.85931|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 00:37:53.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 00:38:35.2|  47.87645|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 00:39:23.6|  10.67479|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 00:39:35.4| 377.09096|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 02:17:14.9|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 02:17:55.6|  96.98048|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 02:19:32.6|   9.60729|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 02:19:44.8| 127.36175|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 08:30:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|  2022-12-15 08:31:38|  40.40412|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 08:32:18.4|   9.60731|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 08:32:30.8| 499.45817|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 10:07:56.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 10:08:38.2| 170.63676|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 10:11:28.8|  11.74229|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 10:11:43.4| 427.03693|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 11:36:56.4|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|  2022-12-15 11:37:38|  69.22619|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 11:38:47.2|  10.67481|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 11:39:00.4| 948.97223|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 21:08:52.4|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|  2022-12-15 21:09:34|  43.60653|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 21:10:17.6|  10.67481|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 21:10:30.2| 142.34568|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 22:48:35.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 22:49:17.2|  64.95614|200        |WINDOWED      |slewing      |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 22:50:22.1|   9.60731|200        |WINDOWED      |settling     |N       |
|    15367|00015367013|03 20 02.89|+08 44 14.0|2022-12-15 22:50:34.2|  317.1563|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-16 09:50:56.7|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|  2022-12-16 09:51:42|  67.09112|200        |WINDOWED      |slewing      |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-16 09:52:49.7|  10.67481|200        |WINDOWED      |settling     |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-16 09:53:01.4| 309.66436|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-16 19:19:02.7|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-16 19:19:43.6| 103.38537|200        |WINDOWED      |slewing      |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|  2022-12-16 19:21:27|   9.60733|200        |WINDOWED      |settling     |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-16 19:21:39.4|1268.62229|600x600    |PHOTON        |pointing     |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-17 20:49:20.6|  12.48625|           |BIASIMA       |slewing      |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-17 20:50:01.8|  82.03579|200        |WINDOWED      |slewing      |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-17 20:51:23.8|   9.60731|200        |WINDOWED      |settling     |N       |
|    15367|00015367014|03 20 04.10|+08 43 34.1|2022-12-17 20:51:36.2|1093.81253|600x600    |PHOTON        |pointing     |N       |
