Start Date,dt_rest,t_exp,Filter,fnu,e_fnu,Instrument,Flare?
(UT),(days),(sec.),,(uJy),(uJy),,
2022-12-20 02:53:43,103.64747,20,u,2.52,2.58,GTC/ULTRACAM,  
2022-12-20 02:53:43,103.64747,20,g,0.61,1.08,GTC/ULTRACAM,  
2022-12-20 02:53:43,103.64747,20,r,0.43,1.20,GTC/ULTRACAM,  
2022-12-20 02:54:03,103.64770,20,u,-0.56,2.71,GTC/ULTRACAM,  
2022-12-20 02:54:03,103.64770,20,g,-0.51,1.07,GTC/ULTRACAM,  
2022-12-20 02:54:03,103.64770,20,r,0.56,1.38,GTC/ULTRACAM,  
2022-12-20 02:54:23,103.64793,20,u,-1.89,2.77,GTC/ULTRACAM,  
2022-12-20 02:54:23,103.64793,20,g,1.16,1.10,GTC/ULTRACAM,  
2022-12-20 02:54:23,103.64793,20,r,2.10,1.28,GTC/ULTRACAM,  
2022-12-20 02:54:42,103.64816,20,u,-2.01,2.51,GTC/ULTRACAM,  
2022-12-20 02:54:42,103.64816,20,g,0.28,1.03,GTC/ULTRACAM,  
2022-12-20 02:54:42,103.64816,20,r,2.12,1.29,GTC/ULTRACAM,  
2022-12-20 02:55:02,103.64839,20,r,1.04,1.34,GTC/ULTRACAM,  
2022-12-20 02:55:02,103.64839,20,g,0.59,1.00,GTC/ULTRACAM,  
2022-12-20 02:55:02,103.64839,20,u,-3.51,2.63,GTC/ULTRACAM,  
2022-12-20 02:55:23,103.64863,20,u,0.12,2.41,GTC/ULTRACAM,  
2022-12-20 02:55:23,103.64863,20,g,1.35,1.02,GTC/ULTRACAM,  
2022-12-20 02:55:23,103.64863,20,r,-1.00,1.34,GTC/ULTRACAM,  
2022-12-20 02:55:43,103.64886,20,u,3.59,2.46,GTC/ULTRACAM,  
2022-12-20 02:55:43,103.64886,20,g,1.32,1.07,GTC/ULTRACAM,  
2022-12-20 02:55:43,103.64886,20,r,-0.34,1.35,GTC/ULTRACAM,  
2022-12-20 02:56:03,103.64909,20,u,-4.58,2.49,GTC/ULTRACAM,  
2022-12-20 02:56:03,103.64909,20,g,-1.27,1.01,GTC/ULTRACAM,  
2022-12-20 02:56:03,103.64909,20,r,3.13,1.26,GTC/ULTRACAM,  
2022-12-20 02:56:23,103.64932,20,u,-4.98,2.50,GTC/ULTRACAM,  
2022-12-20 02:56:23,103.64932,20,g,0.35,1.01,GTC/ULTRACAM,  
2022-12-20 02:56:23,103.64932,20,r,3.28,1.33,GTC/ULTRACAM,  
2022-12-20 02:56:43,103.64955,20,r,-1.32,1.27,GTC/ULTRACAM,  
2022-12-20 02:56:43,103.64955,20,u,-0.94,2.40,GTC/ULTRACAM,  
2022-12-20 02:56:43,103.64955,20,g,-0.67,0.98,GTC/ULTRACAM,  
2022-12-20 02:57:02,103.64978,20,g,0.68,0.90,GTC/ULTRACAM,  
2022-12-20 02:57:02,103.64978,20,u,-2.81,2.46,GTC/ULTRACAM,  
2022-12-20 02:57:02,103.64978,20,r,0.51,1.28,GTC/ULTRACAM,  
2022-12-20 02:57:23,103.65002,20,u,-1.18,2.39,GTC/ULTRACAM,  
2022-12-20 02:57:23,103.65002,20,g,-0.41,1.03,GTC/ULTRACAM,  
2022-12-20 02:57:23,103.65002,20,r,-1.01,1.35,GTC/ULTRACAM,  
2022-12-20 02:57:43,103.65025,20,u,-1.80,2.52,GTC/ULTRACAM,  
2022-12-20 02:57:43,103.65025,20,g,-0.16,0.93,GTC/ULTRACAM,  
2022-12-20 02:57:43,103.65025,20,r,1.00,1.25,GTC/ULTRACAM,  
2022-12-20 02:58:03,103.65048,20,u,-1.51,2.51,GTC/ULTRACAM,  
2022-12-20 02:58:03,103.65048,20,g,-1.13,1.01,GTC/ULTRACAM,  
2022-12-20 02:58:03,103.65048,20,r,0.78,1.25,GTC/ULTRACAM,  
2022-12-20 02:58:23,103.65071,20,r,0.25,1.32,GTC/ULTRACAM,  
2022-12-20 02:58:23,103.65071,20,g,0.81,0.98,GTC/ULTRACAM,  
2022-12-20 02:58:23,103.65071,20,u,1.13,2.28,GTC/ULTRACAM,  
2022-12-20 02:58:43,103.65094,20,u,-2.77,2.41,GTC/ULTRACAM,  
2022-12-20 02:58:43,103.65094,20,g,0.14,0.98,GTC/ULTRACAM,  
2022-12-20 02:58:43,103.65094,20,r,-1.82,1.32,GTC/ULTRACAM,  
2022-12-20 02:59:02,103.65117,20,u,2.74,2.44,GTC/ULTRACAM,  
2022-12-20 02:59:02,103.65117,20,g,0.83,0.91,GTC/ULTRACAM,  
2022-12-20 02:59:02,103.65117,20,r,0.39,1.34,GTC/ULTRACAM,  
2022-12-20 02:59:23,103.65141,20,u,1.23,2.40,GTC/ULTRACAM,  
2022-12-20 02:59:23,103.65141,20,g,1.13,1.04,GTC/ULTRACAM,  
2022-12-20 02:59:23,103.65141,20,r,2.20,1.35,GTC/ULTRACAM,  
2022-12-20 02:59:43,103.65164,20,r,0.22,1.29,GTC/ULTRACAM,  
2022-12-20 02:59:43,103.65164,20,u,1.77,2.44,GTC/ULTRACAM,  
2022-12-20 02:59:43,103.65164,20,g,-1.82,0.99,GTC/ULTRACAM,  
2022-12-20 03:00:03,103.65187,20,u,0.81,2.47,GTC/ULTRACAM,  
2022-12-20 03:00:03,103.65187,20,g,1.12,0.92,GTC/ULTRACAM,  
2022-12-20 03:00:03,103.65187,20,r,-0.12,1.43,GTC/ULTRACAM,  
2022-12-20 03:00:23,103.65210,20,u,-2.00,2.35,GTC/ULTRACAM,  
2022-12-20 03:00:23,103.65210,20,g,-0.85,0.96,GTC/ULTRACAM,  
2022-12-20 03:00:23,103.65210,20,r,2.49,1.30,GTC/ULTRACAM,  
2022-12-20 03:00:43,103.65233,20,u,-0.81,2.15,GTC/ULTRACAM,  
2022-12-20 03:00:43,103.65233,20,g,-0.67,0.94,GTC/ULTRACAM,  
2022-12-20 03:00:43,103.65233,20,r,0.02,1.31,GTC/ULTRACAM,  
2022-12-20 03:01:03,103.65256,20,u,0.22,2.24,GTC/ULTRACAM,  
2022-12-20 03:01:03,103.65256,20,g,2.01,0.96,GTC/ULTRACAM,  
2022-12-20 03:01:03,103.65256,20,r,0.66,1.33,GTC/ULTRACAM,  
2022-12-20 03:01:22,103.65279,20,r,-2.02,1.40,GTC/ULTRACAM,  
2022-12-20 03:01:22,103.65279,20,g,0.16,0.98,GTC/ULTRACAM,  
2022-12-20 03:01:22,103.65279,20,u,0.75,2.37,GTC/ULTRACAM,  
2022-12-20 03:01:43,103.65303,20,u,1.87,2.34,GTC/ULTRACAM,  
2022-12-20 03:01:43,103.65303,20,g,0.76,0.92,GTC/ULTRACAM,  
2022-12-20 03:01:43,103.65303,20,r,-1.40,1.35,GTC/ULTRACAM,  
2022-12-20 03:02:03,103.65326,20,u,2.01,2.38,GTC/ULTRACAM,  
2022-12-20 03:02:03,103.65326,20,g,1.51,0.96,GTC/ULTRACAM,  
2022-12-20 03:02:03,103.65326,20,r,-0.93,1.21,GTC/ULTRACAM,  
2022-12-20 03:02:23,103.65349,20,u,-1.93,2.13,GTC/ULTRACAM,  
2022-12-20 03:02:23,103.65349,20,g,-0.90,0.87,GTC/ULTRACAM,  
2022-12-20 03:02:23,103.65349,20,r,0.29,1.20,GTC/ULTRACAM,  
2022-12-20 03:02:43,103.65372,20,u,-5.64,2.26,GTC/ULTRACAM,  
2022-12-20 03:02:43,103.65372,20,g,0.91,0.98,GTC/ULTRACAM,  
2022-12-20 03:02:43,103.65372,20,r,-1.53,1.30,GTC/ULTRACAM,  
2022-12-20 03:03:03,103.65395,20,r,0.12,1.22,GTC/ULTRACAM,  
2022-12-20 03:03:03,103.65395,20,u,0.55,2.35,GTC/ULTRACAM,  
2022-12-20 03:03:03,103.65395,20,g,0.19,0.87,GTC/ULTRACAM,  
2022-12-20 03:03:23,103.65418,20,u,-0.08,2.48,GTC/ULTRACAM,  
2022-12-20 03:03:23,103.65418,20,g,0.57,0.88,GTC/ULTRACAM,  
2022-12-20 03:03:23,103.65418,20,r,2.75,1.24,GTC/ULTRACAM,  
2022-12-20 03:03:43,103.65442,20,u,1.47,2.65,GTC/ULTRACAM,  
2022-12-20 03:03:43,103.65442,20,g,1.21,1.07,GTC/ULTRACAM,  
2022-12-20 03:03:43,103.65442,20,r,-1.37,1.31,GTC/ULTRACAM,  
2022-12-20 03:04:03,103.65465,20,u,1.01,2.75,GTC/ULTRACAM,  
2022-12-20 03:04:03,103.65465,20,g,0.63,0.96,GTC/ULTRACAM,  
2022-12-20 03:04:03,103.65465,20,r,0.56,1.18,GTC/ULTRACAM,  
2022-12-20 03:04:23,103.65488,20,u,-0.65,2.49,GTC/ULTRACAM,  
2022-12-20 03:04:23,103.65488,20,g,-0.23,0.95,GTC/ULTRACAM,  
2022-12-20 03:04:23,103.65488,20,r,0.68,1.34,GTC/ULTRACAM,  
2022-12-20 03:04:43,103.65511,20,r,-2.06,1.31,GTC/ULTRACAM,  
2022-12-20 03:04:43,103.65511,20,g,0.38,0.90,GTC/ULTRACAM,  
2022-12-20 03:04:43,103.65511,20,u,2.49,2.23,GTC/ULTRACAM,  
2022-12-20 03:05:03,103.65534,20,u,3.79,2.43,GTC/ULTRACAM,  
2022-12-20 03:05:03,103.65534,20,g,0.63,0.98,GTC/ULTRACAM,  
2022-12-20 03:05:03,103.65534,20,r,1.19,1.43,GTC/ULTRACAM,  
2022-12-20 03:05:23,103.65557,20,u,-4.39,2.35,GTC/ULTRACAM,  
2022-12-20 03:05:23,103.65557,20,g,0.27,0.94,GTC/ULTRACAM,  
2022-12-20 03:05:23,103.65557,20,r,2.55,1.30,GTC/ULTRACAM,  
2022-12-20 03:05:43,103.65581,20,u,-0.62,2.29,GTC/ULTRACAM,  
2022-12-20 03:05:43,103.65581,20,g,-0.55,0.95,GTC/ULTRACAM,  
2022-12-20 03:05:43,103.65581,20,r,-1.33,1.22,GTC/ULTRACAM,  
2022-12-20 03:06:03,103.65604,20,u,0.46,2.24,GTC/ULTRACAM,  
2022-12-20 03:06:03,103.65604,20,g,0.90,0.95,GTC/ULTRACAM,  
2022-12-20 03:06:03,103.65604,20,r,2.03,1.23,GTC/ULTRACAM,  
2022-12-20 03:06:23,103.65627,20,r,0.91,1.32,GTC/ULTRACAM,  
2022-12-20 03:06:23,103.65627,20,u,-2.11,2.40,GTC/ULTRACAM,  
2022-12-20 03:06:23,103.65627,20,g,-0.83,0.96,GTC/ULTRACAM,  
2022-12-20 03:06:43,103.65650,20,u,-1.81,2.41,GTC/ULTRACAM,  
2022-12-20 03:06:43,103.65650,20,g,1.34,0.95,GTC/ULTRACAM,  
2022-12-20 03:06:43,103.65650,20,r,-0.51,1.28,GTC/ULTRACAM,  
2022-12-20 03:07:03,103.65673,20,u,0.14,2.41,GTC/ULTRACAM,  
2022-12-20 03:07:03,103.65673,20,g,-1.22,0.89,GTC/ULTRACAM,  
2022-12-20 03:07:03,103.65673,20,r,-0.90,1.35,GTC/ULTRACAM,  
2022-12-20 03:07:23,103.65696,20,u,1.02,2.34,GTC/ULTRACAM,  
2022-12-20 03:07:23,103.65696,20,g,0.46,0.90,GTC/ULTRACAM,  
2022-12-20 03:07:23,103.65696,20,r,-1.45,1.25,GTC/ULTRACAM,  
2022-12-20 03:07:43,103.65720,20,u,0.80,2.09,GTC/ULTRACAM,  
2022-12-20 03:07:43,103.65720,20,g,0.32,0.88,GTC/ULTRACAM,  
2022-12-20 03:07:43,103.65720,20,r,-1.07,1.34,GTC/ULTRACAM,  
2022-12-20 03:08:03,103.65743,20,r,0.52,1.37,GTC/ULTRACAM,  
2022-12-20 03:08:03,103.65743,20,g,0.47,0.98,GTC/ULTRACAM,  
2022-12-20 03:08:03,103.65743,20,u,-2.23,2.57,GTC/ULTRACAM,  
2022-12-20 03:08:23,103.65766,20,u,4.51,2.34,GTC/ULTRACAM,  
2022-12-20 03:08:23,103.65766,20,g,0.14,0.91,GTC/ULTRACAM,  
2022-12-20 03:08:23,103.65766,20,r,-1.19,1.13,GTC/ULTRACAM,  
2022-12-20 03:08:43,103.65789,20,u,-0.61,2.55,GTC/ULTRACAM,  
2022-12-20 03:08:43,103.65789,20,g,-0.38,0.93,GTC/ULTRACAM,  
2022-12-20 03:08:43,103.65789,20,r,-1.17,1.22,GTC/ULTRACAM,  
2022-12-20 03:09:03,103.65812,20,u,0.62,2.40,GTC/ULTRACAM,  
2022-12-20 03:09:03,103.65812,20,g,-1.90,0.95,GTC/ULTRACAM,  
2022-12-20 03:09:03,103.65812,20,r,-1.96,1.36,GTC/ULTRACAM,  
2022-12-20 03:09:23,103.65835,20,u,-5.59,2.60,GTC/ULTRACAM,  
2022-12-20 03:09:23,103.65835,20,g,0.34,1.01,GTC/ULTRACAM,  
2022-12-20 03:09:23,103.65835,20,r,0.42,1.27,GTC/ULTRACAM,  
2022-12-20 03:09:43,103.65858,20,u,-0.85,2.50,GTC/ULTRACAM,  
2022-12-20 03:09:43,103.65858,20,g,0.60,0.97,GTC/ULTRACAM,  
2022-12-20 03:09:43,103.65858,20,r,-2.61,1.34,GTC/ULTRACAM,  
2022-12-20 03:10:03,103.65882,20,u,-4.13,2.55,GTC/ULTRACAM,  
2022-12-20 03:10:03,103.65882,20,g,0.25,0.95,GTC/ULTRACAM,  
2022-12-20 03:10:03,103.65882,20,r,2.14,1.31,GTC/ULTRACAM,  
2022-12-20 03:10:23,103.65905,20,u,2.44,2.40,GTC/ULTRACAM,  
2022-12-20 03:10:23,103.65905,20,g,0.14,0.94,GTC/ULTRACAM,  
2022-12-20 03:10:23,103.65905,20,r,0.57,1.31,GTC/ULTRACAM,  
2022-12-20 03:10:43,103.65928,20,u,-1.17,2.37,GTC/ULTRACAM,  
2022-12-20 03:10:43,103.65928,20,g,1.51,0.92,GTC/ULTRACAM,  
2022-12-20 03:10:43,103.65928,20,r,2.62,1.35,GTC/ULTRACAM,  
2022-12-20 03:11:03,103.65951,20,u,-1.70,2.47,GTC/ULTRACAM,  
2022-12-20 03:11:03,103.65951,20,g,0.65,0.92,GTC/ULTRACAM,  
2022-12-20 03:11:03,103.65951,20,r,1.55,1.38,GTC/ULTRACAM,  
2022-12-20 03:11:23,103.65974,20,u,0.21,2.75,GTC/ULTRACAM,  
2022-12-20 03:11:23,103.65974,20,g,0.31,0.97,GTC/ULTRACAM,  
2022-12-20 03:11:23,103.65974,20,r,-0.40,1.30,GTC/ULTRACAM,  
2022-12-20 03:11:43,103.65997,20,r,-0.19,1.23,GTC/ULTRACAM,  
2022-12-20 03:11:43,103.65997,20,u,-3.02,2.52,GTC/ULTRACAM,  
2022-12-20 03:11:43,103.65997,20,g,-0.55,0.98,GTC/ULTRACAM,  
2022-12-20 03:12:04,103.66021,20,g,2.79,1.00,GTC/ULTRACAM,  
2022-12-20 03:12:04,103.66021,20,r,-1.36,1.34,GTC/ULTRACAM,  
2022-12-20 03:12:04,103.66021,20,u,0.76,2.52,GTC/ULTRACAM,  
2022-12-20 03:12:23,103.66044,20,u,1.88,2.34,GTC/ULTRACAM,  
2022-12-20 03:12:23,103.66044,20,g,1.69,0.95,GTC/ULTRACAM,  
2022-12-20 03:12:23,103.66044,20,r,1.23,1.37,GTC/ULTRACAM,  
2022-12-20 03:12:43,103.66067,20,r,-1.08,1.25,GTC/ULTRACAM,  
2022-12-20 03:12:43,103.66067,20,u,1.77,2.35,GTC/ULTRACAM,  
2022-12-20 03:12:43,103.66067,20,g,0.00,0.95,GTC/ULTRACAM,  
2022-12-20 03:13:03,103.66090,20,g,0.13,0.95,GTC/ULTRACAM,  
2022-12-20 03:13:03,103.66090,20,r,3.27,1.27,GTC/ULTRACAM,  
2022-12-20 03:13:03,103.66090,20,u,1.41,2.53,GTC/ULTRACAM,  
2022-12-20 03:13:23,103.66113,20,u,3.52,2.35,GTC/ULTRACAM,  
2022-12-20 03:13:23,103.66113,20,g,-0.48,0.88,GTC/ULTRACAM,  
2022-12-20 03:13:23,103.66113,20,r,1.49,1.31,GTC/ULTRACAM,  
2022-12-20 03:13:43,103.66136,20,r,-0.25,1.29,GTC/ULTRACAM,  
2022-12-20 03:13:43,103.66136,20,u,-1.95,2.60,GTC/ULTRACAM,  
2022-12-20 03:13:43,103.66136,20,g,-0.64,0.95,GTC/ULTRACAM,  
2022-12-20 03:14:04,103.66160,20,u,2.70,2.42,GTC/ULTRACAM,  
2022-12-20 03:14:04,103.66160,20,g,1.61,1.01,GTC/ULTRACAM,  
2022-12-20 03:14:04,103.66160,20,r,2.10,1.29,GTC/ULTRACAM,  
2022-12-20 03:14:24,103.66183,20,u,1.84,2.41,GTC/ULTRACAM,  
2022-12-20 03:14:24,103.66183,20,g,0.82,0.91,GTC/ULTRACAM,  
2022-12-20 03:14:24,103.66183,20,r,1.83,1.41,GTC/ULTRACAM,  
2022-12-20 03:14:43,103.66206,20,r,0.20,1.28,GTC/ULTRACAM,  
2022-12-20 03:14:43,103.66206,20,u,-3.68,2.49,GTC/ULTRACAM,  
2022-12-20 03:14:43,103.66206,20,g,1.20,0.98,GTC/ULTRACAM,  
2022-12-20 03:15:03,103.66229,20,u,-1.50,2.70,GTC/ULTRACAM,  
2022-12-20 03:15:03,103.66229,20,g,-0.04,0.90,GTC/ULTRACAM,  
2022-12-20 03:15:03,103.66229,20,r,-0.02,1.30,GTC/ULTRACAM,  
2022-12-20 03:15:23,103.66252,20,r,2.14,1.42,GTC/ULTRACAM,  
2022-12-20 03:15:23,103.66252,20,g,1.79,0.98,GTC/ULTRACAM,  
2022-12-20 03:15:23,103.66252,20,u,2.40,2.11,GTC/ULTRACAM,  
2022-12-20 03:15:43,103.66275,20,u,-0.72,2.56,GTC/ULTRACAM,  
2022-12-20 03:15:43,103.66275,20,g,1.39,0.94,GTC/ULTRACAM,  
2022-12-20 03:15:43,103.66275,20,r,-0.03,1.36,GTC/ULTRACAM,  
2022-12-20 03:16:03,103.66298,20,u,2.17,2.34,GTC/ULTRACAM,  
2022-12-20 03:16:03,103.66298,20,g,-0.02,1.01,GTC/ULTRACAM,  
2022-12-20 03:16:03,103.66298,20,r,0.31,1.22,GTC/ULTRACAM,  
2022-12-20 03:16:24,103.66322,20,u,-3.11,2.51,GTC/ULTRACAM,  
2022-12-20 03:16:24,103.66322,20,g,0.82,0.99,GTC/ULTRACAM,  
2022-12-20 03:16:24,103.66322,20,r,3.98,1.32,GTC/ULTRACAM,  
2022-12-20 03:16:43,103.66345,20,u,-3.42,2.53,GTC/ULTRACAM,  
2022-12-20 03:16:43,103.66345,20,g,-0.64,1.03,GTC/ULTRACAM,  
2022-12-20 03:16:43,103.66345,20,r,0.57,1.24,GTC/ULTRACAM,  
2022-12-20 03:17:03,103.66368,20,u,1.94,2.41,GTC/ULTRACAM,  
2022-12-20 03:17:03,103.66368,20,g,0.54,0.95,GTC/ULTRACAM,  
2022-12-20 03:17:03,103.66368,20,r,0.24,1.35,GTC/ULTRACAM,  
2022-12-20 03:17:23,103.66391,20,u,1.30,2.47,GTC/ULTRACAM,  
2022-12-20 03:17:23,103.66391,20,g,0.44,1.00,GTC/ULTRACAM,  
2022-12-20 03:17:23,103.66391,20,r,-1.32,1.28,GTC/ULTRACAM,  
2022-12-20 03:17:43,103.66414,20,u,-2.33,2.35,GTC/ULTRACAM,  
2022-12-20 03:17:43,103.66414,20,g,-0.28,0.99,GTC/ULTRACAM,  
2022-12-20 03:17:43,103.66414,20,r,-0.98,1.29,GTC/ULTRACAM,  
2022-12-20 03:18:03,103.66437,20,u,1.96,2.60,GTC/ULTRACAM,  
2022-12-20 03:18:03,103.66437,20,g,0.60,1.00,GTC/ULTRACAM,  
2022-12-20 03:18:03,103.66437,20,r,1.10,1.47,GTC/ULTRACAM,  
2022-12-20 03:18:24,103.66461,20,r,2.03,1.38,GTC/ULTRACAM,  
2022-12-20 03:18:24,103.66461,20,u,1.06,2.44,GTC/ULTRACAM,  
2022-12-20 03:18:24,103.66461,20,g,0.64,0.94,GTC/ULTRACAM,  
2022-12-20 03:18:44,103.66484,20,u,3.14,2.47,GTC/ULTRACAM,  
2022-12-20 03:18:44,103.66484,20,g,-0.01,0.99,GTC/ULTRACAM,  
2022-12-20 03:18:44,103.66484,20,r,0.03,1.38,GTC/ULTRACAM,  
2022-12-20 03:19:03,103.66507,20,u,-3.98,2.53,GTC/ULTRACAM,  
2022-12-20 03:19:03,103.66507,20,g,0.99,0.98,GTC/ULTRACAM,  
2022-12-20 03:19:03,103.66507,20,r,1.50,1.30,GTC/ULTRACAM,  
2022-12-20 03:19:23,103.66530,20,g,-1.38,1.05,GTC/ULTRACAM,  
2022-12-20 03:19:23,103.66530,20,u,-3.70,2.52,GTC/ULTRACAM,  
2022-12-20 03:19:23,103.66530,20,r,0.66,1.34,GTC/ULTRACAM,  
2022-12-20 03:19:43,103.66553,20,g,0.91,1.05,GTC/ULTRACAM,  
2022-12-20 03:19:43,103.66553,20,r,1.97,1.42,GTC/ULTRACAM,  
2022-12-20 03:19:43,103.66553,20,u,-0.32,2.83,GTC/ULTRACAM,  
2022-12-20 03:20:03,103.66576,20,u,1.46,2.54,GTC/ULTRACAM,  
2022-12-20 03:20:03,103.66576,20,r,1.06,1.31,GTC/ULTRACAM,  
2022-12-20 03:20:03,103.66576,20,g,1.75,1.01,GTC/ULTRACAM,  
2022-12-20 03:20:24,103.66600,20,u,-3.40,2.61,GTC/ULTRACAM,  
2022-12-20 03:20:24,103.66600,20,g,-1.51,0.92,GTC/ULTRACAM,  
2022-12-20 03:20:24,103.66600,20,r,0.13,1.35,GTC/ULTRACAM,  
2022-12-20 03:20:44,103.66623,20,g,1.58,0.92,GTC/ULTRACAM,  
2022-12-20 03:20:44,103.66623,20,r,0.41,1.33,GTC/ULTRACAM,  
2022-12-20 03:20:44,103.66623,20,u,-2.40,2.47,GTC/ULTRACAM,  
2022-12-20 03:21:04,103.66646,20,u,1.46,2.42,GTC/ULTRACAM,  
2022-12-20 03:21:04,103.66646,20,g,-1.04,0.80,GTC/ULTRACAM,  
2022-12-20 03:21:04,103.66646,20,r,0.65,1.11,GTC/ULTRACAM,  
2022-12-20 03:21:23,103.66669,20,u,-2.11,2.40,GTC/ULTRACAM,  
2022-12-20 03:21:23,103.66669,20,g,-0.42,0.94,GTC/ULTRACAM,  
2022-12-20 03:21:23,103.66669,20,r,-1.20,1.34,GTC/ULTRACAM,  
2022-12-20 03:21:43,103.66692,20,u,-0.58,2.55,GTC/ULTRACAM,  
2022-12-20 03:21:43,103.66692,20,g,0.09,1.00,GTC/ULTRACAM,  
2022-12-20 03:21:43,103.66692,20,r,-0.10,1.40,GTC/ULTRACAM,  
2022-12-20 03:22:03,103.66715,20,r,-0.17,1.38,GTC/ULTRACAM,  
2022-12-20 03:22:03,103.66715,20,u,2.18,2.32,GTC/ULTRACAM,  
2022-12-20 03:22:03,103.66715,20,g,-1.37,0.94,GTC/ULTRACAM,  
2022-12-20 03:22:24,103.66739,20,u,-0.79,2.65,GTC/ULTRACAM,  
2022-12-20 03:22:24,103.66739,20,g,2.18,0.93,GTC/ULTRACAM,  
2022-12-20 03:22:24,103.66739,20,r,-0.70,1.29,GTC/ULTRACAM,  
2022-12-20 03:22:44,103.66762,20,u,0.86,2.46,GTC/ULTRACAM,  
2022-12-20 03:22:44,103.66762,20,g,-1.05,0.93,GTC/ULTRACAM,  
2022-12-20 03:22:44,103.66762,20,r,-0.97,1.42,GTC/ULTRACAM,  
2022-12-20 03:23:04,103.66785,20,u,0.92,2.35,GTC/ULTRACAM,  
2022-12-20 03:23:04,103.66785,20,g,-0.52,0.92,GTC/ULTRACAM,  
2022-12-20 03:23:04,103.66785,20,r,-0.91,1.33,GTC/ULTRACAM,  
2022-12-20 03:23:24,103.66808,20,g,-0.88,0.91,GTC/ULTRACAM,  
2022-12-20 03:23:24,103.66808,20,r,1.50,1.29,GTC/ULTRACAM,  
2022-12-20 03:23:24,103.66808,20,u,4.03,2.28,GTC/ULTRACAM,  
2022-12-20 03:23:43,103.66831,20,u,0.88,2.77,GTC/ULTRACAM,  
2022-12-20 03:23:43,103.66831,20,g,0.35,1.09,GTC/ULTRACAM,  
2022-12-20 03:23:43,103.66831,20,r,2.06,1.37,GTC/ULTRACAM,  
2022-12-20 03:24:03,103.66854,20,g,-0.38,0.96,GTC/ULTRACAM,  
2022-12-20 03:24:03,103.66854,20,r,-0.59,1.46,GTC/ULTRACAM,  
2022-12-20 03:24:03,103.66854,20,u,-1.02,2.54,GTC/ULTRACAM,  
2022-12-20 03:24:23,103.66877,20,g,0.14,1.03,GTC/ULTRACAM,  
2022-12-20 03:24:23,103.66877,20,u,-0.35,2.76,GTC/ULTRACAM,  
2022-12-20 03:24:23,103.66877,20,r,-0.14,1.20,GTC/ULTRACAM,  
2022-12-20 03:24:44,103.66901,20,r,-1.76,1.37,GTC/ULTRACAM,  
2022-12-20 03:24:44,103.66901,20,u,2.31,2.45,GTC/ULTRACAM,  
2022-12-20 03:24:44,103.66901,20,g,0.15,0.94,GTC/ULTRACAM,  
2022-12-20 03:25:04,103.66924,20,r,-1.97,1.38,GTC/ULTRACAM,  
2022-12-20 03:25:04,103.66924,20,u,3.71,2.66,GTC/ULTRACAM,  
2022-12-20 03:25:04,103.66924,20,g,-1.30,0.95,GTC/ULTRACAM,  
2022-12-20 03:25:24,103.66947,20,u,-0.95,2.58,GTC/ULTRACAM,  
2022-12-20 03:25:24,103.66947,20,g,1.02,1.05,GTC/ULTRACAM,  
2022-12-20 03:25:24,103.66947,20,r,-0.75,1.36,GTC/ULTRACAM,  
2022-12-20 03:25:43,103.66970,20,u,-3.36,2.43,GTC/ULTRACAM,  
2022-12-20 03:25:43,103.66970,20,g,-1.35,0.94,GTC/ULTRACAM,  
2022-12-20 03:25:43,103.66970,20,r,-0.61,1.32,GTC/ULTRACAM,  
2022-12-20 03:26:03,103.66993,20,u,-2.00,2.50,GTC/ULTRACAM,  
2022-12-20 03:26:03,103.66993,20,g,0.63,0.99,GTC/ULTRACAM,  
2022-12-20 03:26:03,103.66993,20,r,-0.27,1.28,GTC/ULTRACAM,  
2022-12-20 03:26:23,103.67016,20,u,-2.06,2.53,GTC/ULTRACAM,  
2022-12-20 03:26:23,103.67016,20,g,0.19,1.00,GTC/ULTRACAM,  
2022-12-20 03:26:23,103.67016,20,r,-0.45,1.25,GTC/ULTRACAM,  
2022-12-20 03:26:44,103.67040,20,g,0.49,0.88,GTC/ULTRACAM,  
2022-12-20 03:26:44,103.67040,20,r,-0.28,1.30,GTC/ULTRACAM,  
2022-12-20 03:26:44,103.67040,20,u,-0.39,2.27,GTC/ULTRACAM,  
2022-12-20 03:27:04,103.67063,20,u,0.10,2.35,GTC/ULTRACAM,  
2022-12-20 03:27:04,103.67063,20,g,0.20,0.90,GTC/ULTRACAM,  
2022-12-20 03:27:04,103.67063,20,r,-1.43,1.37,GTC/ULTRACAM,  
2022-12-20 03:27:24,103.67086,20,u,0.05,2.45,GTC/ULTRACAM,  
2022-12-20 03:27:24,103.67086,20,g,-0.94,0.96,GTC/ULTRACAM,  
2022-12-20 03:27:24,103.67086,20,r,0.06,1.33,GTC/ULTRACAM,  
2022-12-20 03:27:44,103.67109,20,u,0.96,2.48,GTC/ULTRACAM,  
2022-12-20 03:27:44,103.67109,20,g,-1.00,1.03,GTC/ULTRACAM,  
2022-12-20 03:27:44,103.67109,20,r,1.44,1.34,GTC/ULTRACAM,  
2022-12-20 03:28:03,103.67132,20,u,3.83,2.47,GTC/ULTRACAM,  
2022-12-20 03:28:03,103.67132,20,g,0.20,1.06,GTC/ULTRACAM,  
2022-12-20 03:28:03,103.67132,20,r,-0.62,1.31,GTC/ULTRACAM,  
2022-12-20 03:28:23,103.67155,20,r,1.56,1.33,GTC/ULTRACAM,  
