Start Date,dt_rest,t_exp,Filter,fnu,e_fnu,Instrument,Flare?
(UT),(days),(sec.),,(uJy),(uJy),,
2022-12-19 18:45:19,103.30831,29.85,r,0.96,2.12,TNT/ULTRASPEC,  
2022-12-19 18:45:49,103.30865,29.85,r,3.43,2.12,TNT/ULTRASPEC,  
2022-12-19 18:46:19,103.30900,29.85,r,0.95,2.07,TNT/ULTRASPEC,  
2022-12-19 18:46:49,103.30935,29.85,r,-1.54,2.26,TNT/ULTRASPEC,  
2022-12-19 18:47:19,103.30969,29.85,r,-1.43,2.08,TNT/ULTRASPEC,  
2022-12-19 18:47:49,103.31004,29.85,r,0.85,2.12,TNT/ULTRASPEC,  
2022-12-19 18:48:18,103.31038,29.85,r,-0.82,2.25,TNT/ULTRASPEC,  
2022-12-19 18:48:48,103.31073,29.85,r,1.51,2.10,TNT/ULTRASPEC,  
2022-12-19 18:49:18,103.31107,29.85,r,-4.36,2.32,TNT/ULTRASPEC,  
2022-12-19 18:49:48,103.31142,29.85,r,-0.42,2.16,TNT/ULTRASPEC,  
2022-12-19 18:50:18,103.31177,29.85,r,-0.97,2.02,TNT/ULTRASPEC,  
2022-12-19 18:50:48,103.31211,29.85,r,1.90,2.18,TNT/ULTRASPEC,  
2022-12-19 18:51:18,103.31246,29.85,r,-2.12,1.93,TNT/ULTRASPEC,  
2022-12-19 18:51:47,103.31280,29.85,r,1.52,2.33,TNT/ULTRASPEC,  
2022-12-19 18:52:18,103.31315,29.85,r,5.42,1.88,TNT/ULTRASPEC,  
2022-12-19 18:52:47,103.31349,29.85,r,0.65,2.11,TNT/ULTRASPEC,  
2022-12-19 18:53:17,103.31384,29.85,r,1.70,2.22,TNT/ULTRASPEC,  
2022-12-19 18:53:47,103.31418,29.85,r,3.81,1.95,TNT/ULTRASPEC,  
2022-12-19 18:54:17,103.31453,29.85,r,0.50,2.25,TNT/ULTRASPEC,  
2022-12-19 18:54:47,103.31488,29.85,r,3.91,2.15,TNT/ULTRASPEC,  
2022-12-19 18:55:16,103.31522,29.85,r,3.15,2.25,TNT/ULTRASPEC,  
2022-12-19 18:55:47,103.31557,29.85,r,3.01,2.23,TNT/ULTRASPEC,  
2022-12-19 18:56:16,103.31591,29.85,r,3.42,2.21,TNT/ULTRASPEC,  
2022-12-19 18:56:46,103.31626,29.85,r,0.16,2.28,TNT/ULTRASPEC,  
2022-12-19 18:57:16,103.31660,29.85,r,9.08,2.22,TNT/ULTRASPEC,  
2022-12-19 18:57:46,103.31695,29.85,r,4.68,2.35,TNT/ULTRASPEC,  
2022-12-19 18:58:16,103.31730,29.85,r,-0.81,2.30,TNT/ULTRASPEC,  
2022-12-19 18:58:45,103.31764,29.85,r,0.93,2.27,TNT/ULTRASPEC,  
2022-12-19 18:59:16,103.31799,29.85,r,1.88,2.19,TNT/ULTRASPEC,  
2022-12-19 18:59:45,103.31833,29.85,r,1.46,2.38,TNT/ULTRASPEC,  
2022-12-19 19:00:15,103.31868,29.85,r,1.61,1.87,TNT/ULTRASPEC,  
2022-12-19 19:00:45,103.31902,29.85,r,2.78,2.08,TNT/ULTRASPEC,  
2022-12-19 19:01:15,103.31937,29.85,r,1.01,2.23,TNT/ULTRASPEC,  
2022-12-19 19:01:45,103.31972,29.85,r,1.01,2.23,TNT/ULTRASPEC,  
2022-12-19 19:02:15,103.32006,29.85,r,0.19,1.89,TNT/ULTRASPEC,  
2022-12-19 19:02:45,103.32041,29.85,r,2.09,2.28,TNT/ULTRASPEC,  
2022-12-19 19:03:14,103.32075,29.85,r,2.34,2.08,TNT/ULTRASPEC,  
2022-12-19 19:03:44,103.32110,29.85,r,1.84,1.99,TNT/ULTRASPEC,  
2022-12-19 19:04:14,103.32144,29.85,r,1.60,2.10,TNT/ULTRASPEC,  
2022-12-19 19:04:44,103.32179,29.85,r,-1.35,2.06,TNT/ULTRASPEC,  
2022-12-19 19:05:14,103.32214,29.85,r,1.72,1.97,TNT/ULTRASPEC,  
2022-12-19 19:05:44,103.32248,29.85,r,1.06,2.18,TNT/ULTRASPEC,  
2022-12-19 19:06:14,103.32283,29.85,r,-0.34,2.22,TNT/ULTRASPEC,  
2022-12-19 19:06:43,103.32317,29.85,r,-2.77,2.38,TNT/ULTRASPEC,  
2022-12-19 19:07:14,103.32352,29.85,r,0.59,2.38,TNT/ULTRASPEC,  
2022-12-19 19:07:43,103.32386,29.85,r,1.92,2.05,TNT/ULTRASPEC,  
2022-12-19 19:08:13,103.32421,29.85,r,-0.24,2.12,TNT/ULTRASPEC,  
2022-12-19 19:08:43,103.32456,29.85,r,1.61,2.15,TNT/ULTRASPEC,  
2022-12-19 19:09:13,103.32490,29.85,r,1.06,2.13,TNT/ULTRASPEC,  
2022-12-19 19:09:43,103.32525,29.85,r,8.08,1.95,TNT/ULTRASPEC,  
2022-12-19 19:10:12,103.32559,29.85,r,3.76,2.45,TNT/ULTRASPEC,  
2022-12-19 19:10:43,103.32594,29.85,r,4.91,2.14,TNT/ULTRASPEC,  
2022-12-19 19:11:12,103.32628,29.85,r,0.23,1.87,TNT/ULTRASPEC,  
2022-12-19 19:11:42,103.32663,29.85,r,5.76,2.20,TNT/ULTRASPEC,  
2022-12-19 19:12:12,103.32698,29.85,r,3.72,2.49,TNT/ULTRASPEC,  
2022-12-19 19:12:42,103.32732,29.85,r,1.52,2.25,TNT/ULTRASPEC,  
2022-12-19 19:13:12,103.32767,29.85,r,-1.69,1.92,TNT/ULTRASPEC,  
2022-12-19 19:13:41,103.32801,29.85,r,3.06,3.88,TNT/ULTRASPEC,  
2022-12-19 21:45:19,103.43330,120.0,g,-0.28,0.56,LT/IO:O,  
2022-12-19 21:47:38,103.43491,120.0,g,-0.61,0.96,LT/IO:O,  
2022-12-19 21:49:56,103.43651,120.0,g,-0.58,1.10,LT/IO:O,  
2022-12-19 21:53:21,103.43889,120.0,g,-1.22,1.07,LT/IO:O,  
2022-12-19 21:55:40,103.44049,120.0,g,-0.97,1.14,LT/IO:O,  
2022-12-19 21:57:59,103.44210,120.0,g,0.29,0.98,LT/IO:O,  
2022-12-19 22:01:24,103.44448,120.0,g,0.85,0.79,LT/IO:O,  
2022-12-19 22:03:43,103.44608,120.0,g,-2.06,1.09,LT/IO:O,  
2022-12-19 22:06:02,103.44769,120.0,g,0.90,0.88,LT/IO:O,  
2022-12-19 23:42:34,103.51473,120.0,g,1.12,1.28,LT/IO:O,  
2022-12-19 23:44:53,103.51634,120.0,g,0.83,1.24,LT/IO:O,  
2022-12-20 00:06:19,103.53122,120.0,g,1.32,0.86,LT/IO:O,  
2022-12-20 01:14:58,103.57890,20,u,3.44,2.05,GTC/ULTRACAM,  
2022-12-20 01:14:58,103.57890,20,g,-0.73,0.94,GTC/ULTRACAM,  
2022-12-20 01:14:58,103.57890,20,r,-1.25,1.26,GTC/ULTRACAM,  
2022-12-20 01:15:20,103.57915,20,u,0.40,2.36,GTC/ULTRACAM,  
2022-12-20 01:15:20,103.57915,20,g,-0.37,0.95,GTC/ULTRACAM,  
2022-12-20 01:15:20,103.57915,20,r,-1.84,1.24,GTC/ULTRACAM,  
2022-12-20 01:15:40,103.57938,20,u,-1.93,2.06,GTC/ULTRACAM,  
2022-12-20 01:15:40,103.57938,20,g,-0.50,0.93,GTC/ULTRACAM,  
2022-12-20 01:15:40,103.57938,20,r,0.79,1.28,GTC/ULTRACAM,  
2022-12-20 01:16:00,103.57961,20,u,-0.95,2.30,GTC/ULTRACAM,  
2022-12-20 01:16:00,103.57961,20,g,-1.50,0.95,GTC/ULTRACAM,  
2022-12-20 01:16:00,103.57961,20,r,-1.71,1.25,GTC/ULTRACAM,  
2022-12-20 01:16:20,103.57985,20,g,-0.78,0.96,GTC/ULTRACAM,  
2022-12-20 01:16:20,103.57985,20,u,-0.83,2.41,GTC/ULTRACAM,  
2022-12-20 01:16:20,103.57985,20,r,-0.20,1.22,GTC/ULTRACAM,  
2022-12-20 01:16:40,103.58008,20,r,-1.16,1.18,GTC/ULTRACAM,  
2022-12-20 01:16:40,103.58008,20,g,0.29,0.93,GTC/ULTRACAM,  
2022-12-20 01:16:40,103.58008,20,u,4.15,2.25,GTC/ULTRACAM,  
2022-12-20 01:17:00,103.58031,20,u,0.98,1.98,GTC/ULTRACAM,  
2022-12-20 01:17:00,103.58031,20,g,-0.74,1.01,GTC/ULTRACAM,  
2022-12-20 01:17:00,103.58031,20,r,1.32,1.20,GTC/ULTRACAM,  
2022-12-20 01:17:20,103.58054,20,u,0.54,1.93,GTC/ULTRACAM,  
2022-12-20 01:17:20,103.58054,20,g,0.85,0.90,GTC/ULTRACAM,  
2022-12-20 01:17:20,103.58054,20,r,1.30,1.13,GTC/ULTRACAM,  
2022-12-20 01:17:40,103.58077,20,g,0.91,0.88,GTC/ULTRACAM,  
2022-12-20 01:17:40,103.58077,20,u,1.60,2.13,GTC/ULTRACAM,  
2022-12-20 01:17:40,103.58077,20,r,-0.44,1.24,GTC/ULTRACAM,  
2022-12-20 01:18:00,103.58100,20,r,0.75,1.14,GTC/ULTRACAM,  
2022-12-20 01:18:00,103.58100,20,g,0.42,0.92,GTC/ULTRACAM,  
2022-12-20 01:18:00,103.58100,20,u,-0.47,1.89,GTC/ULTRACAM,  
2022-12-20 01:18:20,103.58123,20,g,1.15,0.85,GTC/ULTRACAM,  
2022-12-20 01:18:20,103.58123,20,u,0.56,2.22,GTC/ULTRACAM,  
2022-12-20 01:18:20,103.58123,20,r,0.36,1.25,GTC/ULTRACAM,  
2022-12-20 01:18:40,103.58147,20,u,-2.69,2.39,GTC/ULTRACAM,  
2022-12-20 01:18:40,103.58147,20,r,-0.20,1.24,GTC/ULTRACAM,  
2022-12-20 01:18:40,103.58147,20,g,0.91,0.84,GTC/ULTRACAM,  
2022-12-20 01:19:00,103.58170,20,u,0.69,2.34,GTC/ULTRACAM,  
2022-12-20 01:19:00,103.58170,20,g,1.07,0.87,GTC/ULTRACAM,  
2022-12-20 01:19:00,103.58170,20,r,-1.61,1.24,GTC/ULTRACAM,  
2022-12-20 01:19:20,103.58193,20,g,-0.11,0.85,GTC/ULTRACAM,  
2022-12-20 01:19:20,103.58193,20,r,-1.01,1.23,GTC/ULTRACAM,  
2022-12-20 01:19:20,103.58193,20,u,-3.45,2.22,GTC/ULTRACAM,  
2022-12-20 01:19:40,103.58216,20,u,4.11,2.09,GTC/ULTRACAM,  
2022-12-20 01:19:40,103.58216,20,g,0.59,0.93,GTC/ULTRACAM,  
2022-12-20 01:19:40,103.58216,20,r,-0.01,1.26,GTC/ULTRACAM,  
2022-12-20 01:20:00,103.58239,20,r,-1.01,1.23,GTC/ULTRACAM,  
2022-12-20 01:20:00,103.58239,20,g,0.85,0.92,GTC/ULTRACAM,  
2022-12-20 01:20:00,103.58239,20,u,2.48,2.04,GTC/ULTRACAM,  
2022-12-20 01:20:20,103.58262,20,g,1.29,0.84,GTC/ULTRACAM,  
2022-12-20 01:20:20,103.58262,20,r,-0.47,1.11,GTC/ULTRACAM,  
2022-12-20 01:20:20,103.58262,20,u,0.13,1.91,GTC/ULTRACAM,  
2022-12-20 01:20:40,103.58286,20,u,-0.88,1.82,GTC/ULTRACAM,  
2022-12-20 01:20:40,103.58286,20,g,-1.33,0.82,GTC/ULTRACAM,  
2022-12-20 01:20:40,103.58286,20,r,2.68,1.11,GTC/ULTRACAM,  
2022-12-20 01:21:00,103.58309,20,u,-0.72,2.07,GTC/ULTRACAM,  
2022-12-20 01:21:00,103.58309,20,g,0.03,0.90,GTC/ULTRACAM,  
2022-12-20 01:21:00,103.58309,20,r,0.23,1.09,GTC/ULTRACAM,  
2022-12-20 01:21:20,103.58332,20,u,1.89,2.10,GTC/ULTRACAM,  
2022-12-20 01:21:20,103.58332,20,r,0.56,1.26,GTC/ULTRACAM,  
2022-12-20 01:21:20,103.58332,20,g,0.73,0.89,GTC/ULTRACAM,  
2022-12-20 01:21:40,103.58355,20,u,-0.67,2.07,GTC/ULTRACAM,  
2022-12-20 01:21:40,103.58355,20,g,-0.67,0.89,GTC/ULTRACAM,  
2022-12-20 01:21:40,103.58355,20,r,-1.57,1.25,GTC/ULTRACAM,  
2022-12-20 01:22:00,103.58378,20,u,1.65,1.88,GTC/ULTRACAM,  
2022-12-20 01:22:00,103.58378,20,g,-0.19,0.86,GTC/ULTRACAM,  
2022-12-20 01:22:00,103.58378,20,r,2.16,1.05,GTC/ULTRACAM,  
2022-12-20 01:22:20,103.58401,20,u,-1.76,1.78,GTC/ULTRACAM,  
2022-12-20 01:22:20,103.58401,20,g,0.38,0.85,GTC/ULTRACAM,  
2022-12-20 01:22:20,103.58401,20,r,-1.09,1.20,GTC/ULTRACAM,  
2022-12-20 01:22:41,103.58425,20,r,0.81,1.13,GTC/ULTRACAM,  
2022-12-20 01:22:41,103.58425,20,g,0.87,0.84,GTC/ULTRACAM,  
2022-12-20 01:22:41,103.58425,20,u,1.95,1.81,GTC/ULTRACAM,  
2022-12-20 01:23:00,103.58448,20,u,1.16,1.95,GTC/ULTRACAM,  
2022-12-20 01:23:00,103.58448,20,g,0.86,0.84,GTC/ULTRACAM,  
2022-12-20 01:23:00,103.58448,20,r,-0.84,1.24,GTC/ULTRACAM,  
2022-12-20 01:23:20,103.58471,20,u,-0.29,2.01,GTC/ULTRACAM,  
2022-12-20 01:23:20,103.58471,20,g,0.66,0.84,GTC/ULTRACAM,  
2022-12-20 01:23:20,103.58471,20,r,1.80,1.15,GTC/ULTRACAM,  
2022-12-20 01:23:40,103.58494,20,u,-1.23,2.00,GTC/ULTRACAM,  
2022-12-20 01:23:40,103.58494,20,g,0.09,0.87,GTC/ULTRACAM,  
2022-12-20 01:23:40,103.58494,20,r,0.71,1.23,GTC/ULTRACAM,  
2022-12-20 01:24:00,103.58517,20,r,1.94,1.25,GTC/ULTRACAM,  
2022-12-20 01:24:00,103.58517,20,u,-0.81,2.07,GTC/ULTRACAM,  
2022-12-20 01:24:00,103.58517,20,g,-0.55,0.89,GTC/ULTRACAM,  
2022-12-20 01:24:20,103.58540,20,u,-1.11,2.07,GTC/ULTRACAM,  
2022-12-20 01:24:20,103.58540,20,g,-0.36,0.84,GTC/ULTRACAM,  
2022-12-20 01:24:20,103.58540,20,r,1.90,1.17,GTC/ULTRACAM,  
2022-12-20 01:24:40,103.58563,20,r,-0.70,1.23,GTC/ULTRACAM,  
2022-12-20 01:24:40,103.58563,20,g,0.32,0.96,GTC/ULTRACAM,  
2022-12-20 01:24:40,103.58563,20,u,-0.23,1.99,GTC/ULTRACAM,  
2022-12-20 01:25:01,103.58587,20,r,-0.70,1.26,GTC/ULTRACAM,  
2022-12-20 01:25:01,103.58587,20,g,0.50,0.88,GTC/ULTRACAM,  
2022-12-20 01:25:01,103.58587,20,u,4.44,2.16,GTC/ULTRACAM,  
2022-12-20 01:25:20,103.58610,20,r,1.75,1.21,GTC/ULTRACAM,  
2022-12-20 01:25:20,103.58610,20,g,0.71,0.85,GTC/ULTRACAM,  
2022-12-20 01:25:20,103.58610,20,u,2.31,2.07,GTC/ULTRACAM,  
2022-12-20 01:25:40,103.58633,20,g,0.43,0.94,GTC/ULTRACAM,  
2022-12-20 01:25:40,103.58633,20,r,2.47,1.21,GTC/ULTRACAM,  
2022-12-20 01:25:40,103.58633,20,u,-0.47,1.96,GTC/ULTRACAM,  
2022-12-20 01:26:00,103.58656,20,u,-1.38,2.06,GTC/ULTRACAM,  
2022-12-20 01:26:00,103.58656,20,g,1.15,0.98,GTC/ULTRACAM,  
2022-12-20 01:26:00,103.58656,20,r,0.13,1.27,GTC/ULTRACAM,  
2022-12-20 01:26:20,103.58679,20,u,-3.20,1.88,GTC/ULTRACAM,  
2022-12-20 01:26:20,103.58679,20,g,-1.28,0.76,GTC/ULTRACAM,  
2022-12-20 01:26:20,103.58679,20,r,0.77,1.28,GTC/ULTRACAM,  
2022-12-20 01:26:40,103.58702,20,u,-1.28,2.15,GTC/ULTRACAM,  
2022-12-20 01:26:40,103.58702,20,g,-0.20,0.95,GTC/ULTRACAM,  
2022-12-20 01:26:40,103.58702,20,r,1.82,1.31,GTC/ULTRACAM,  
2022-12-20 01:27:01,103.58726,20,u,-0.02,2.16,GTC/ULTRACAM,  
2022-12-20 01:27:01,103.58726,20,g,-0.11,0.82,GTC/ULTRACAM,  
2022-12-20 01:27:01,103.58726,20,r,3.09,1.29,GTC/ULTRACAM,  
2022-12-20 01:27:21,103.58749,20,u,-3.59,2.09,GTC/ULTRACAM,  
2022-12-20 01:27:21,103.58749,20,g,0.20,0.90,GTC/ULTRACAM,  
2022-12-20 01:27:21,103.58749,20,r,0.59,1.25,GTC/ULTRACAM,  
2022-12-20 01:27:40,103.58772,20,g,0.39,0.91,GTC/ULTRACAM,  
2022-12-20 01:27:40,103.58772,20,r,0.46,1.17,GTC/ULTRACAM,  
2022-12-20 01:27:40,103.58772,20,u,3.85,2.06,GTC/ULTRACAM,  
2022-12-20 01:28:00,103.58795,20,u,1.91,2.03,GTC/ULTRACAM,  
2022-12-20 01:28:00,103.58795,20,g,0.90,0.92,GTC/ULTRACAM,  
2022-12-20 01:28:00,103.58795,20,r,-0.60,1.20,GTC/ULTRACAM,  
2022-12-20 01:28:20,103.58818,20,u,0.47,1.97,GTC/ULTRACAM,  
2022-12-20 01:28:20,103.58818,20,g,0.32,0.86,GTC/ULTRACAM,  
2022-12-20 01:28:20,103.58818,20,r,0.39,1.20,GTC/ULTRACAM,  
2022-12-20 01:28:40,103.58841,20,u,-1.62,2.13,GTC/ULTRACAM,  
2022-12-20 01:28:40,103.58841,20,g,1.91,0.85,GTC/ULTRACAM,  
2022-12-20 01:28:40,103.58841,20,r,1.42,1.15,GTC/ULTRACAM,  
2022-12-20 01:29:01,103.58865,20,u,-0.40,2.08,GTC/ULTRACAM,  
2022-12-20 01:29:01,103.58865,20,g,0.20,0.91,GTC/ULTRACAM,  
2022-12-20 01:29:01,103.58865,20,r,0.80,1.15,GTC/ULTRACAM,  
2022-12-20 01:29:21,103.58888,20,r,-1.07,1.20,GTC/ULTRACAM,  
2022-12-20 01:29:21,103.58888,20,g,2.15,0.85,GTC/ULTRACAM,  
2022-12-20 01:29:21,103.58888,20,u,0.20,2.28,GTC/ULTRACAM,  
2022-12-20 01:29:40,103.58911,20,u,0.66,2.18,GTC/ULTRACAM,  
2022-12-20 01:29:40,103.58911,20,g,0.74,0.92,GTC/ULTRACAM,  
2022-12-20 01:29:40,103.58911,20,r,-0.37,1.24,GTC/ULTRACAM,  
2022-12-20 01:30:00,103.58934,20,u,1.23,2.19,GTC/ULTRACAM,  
2022-12-20 01:30:00,103.58934,20,g,-0.69,0.94,GTC/ULTRACAM,  
2022-12-20 01:30:00,103.58934,20,r,0.83,1.14,GTC/ULTRACAM,  
2022-12-20 01:30:20,103.58957,20,u,-0.33,2.16,GTC/ULTRACAM,  
2022-12-20 01:30:20,103.58957,20,g,0.46,0.94,GTC/ULTRACAM,  
2022-12-20 01:30:20,103.58957,20,r,0.60,1.26,GTC/ULTRACAM,  
2022-12-20 01:30:40,103.58980,20,u,-1.69,2.07,GTC/ULTRACAM,  
2022-12-20 01:30:40,103.58980,20,g,1.15,0.92,GTC/ULTRACAM,  
2022-12-20 01:30:40,103.58980,20,r,0.98,1.29,GTC/ULTRACAM,  
2022-12-20 01:31:00,103.59003,20,r,0.07,1.15,GTC/ULTRACAM,  
2022-12-20 01:31:00,103.59003,20,g,-0.09,0.89,GTC/ULTRACAM,  
2022-12-20 01:31:00,103.59003,20,u,-2.28,2.40,GTC/ULTRACAM,  
2022-12-20 01:31:21,103.59027,20,u,2.30,2.19,GTC/ULTRACAM,  
2022-12-20 01:31:21,103.59027,20,g,-0.63,0.95,GTC/ULTRACAM,  
2022-12-20 01:31:21,103.59027,20,r,1.11,1.17,GTC/ULTRACAM,  
2022-12-20 01:31:41,103.59050,20,u,-1.56,2.23,GTC/ULTRACAM,  
2022-12-20 01:31:41,103.59050,20,g,-0.74,0.92,GTC/ULTRACAM,  
2022-12-20 01:31:41,103.59050,20,r,-0.21,1.23,GTC/ULTRACAM,  
2022-12-20 01:32:00,103.59073,20,u,0.14,2.42,GTC/ULTRACAM,  
2022-12-20 01:32:00,103.59073,20,g,0.65,0.95,GTC/ULTRACAM,  
2022-12-20 01:32:00,103.59073,20,r,0.89,1.30,GTC/ULTRACAM,  
2022-12-20 01:32:20,103.59096,20,u,3.37,2.32,GTC/ULTRACAM,  
2022-12-20 01:32:20,103.59096,20,g,1.22,0.91,GTC/ULTRACAM,  
2022-12-20 01:32:20,103.59096,20,r,0.43,1.29,GTC/ULTRACAM,  
2022-12-20 01:32:40,103.59119,20,r,-0.85,1.23,GTC/ULTRACAM,  
2022-12-20 01:32:40,103.59119,20,g,-1.64,0.93,GTC/ULTRACAM,  
2022-12-20 01:32:40,103.59119,20,u,1.69,2.24,GTC/ULTRACAM,  
2022-12-20 01:33:00,103.59142,20,u,-4.28,1.83,GTC/ULTRACAM,  
2022-12-20 01:33:00,103.59142,20,g,0.51,0.83,GTC/ULTRACAM,  
2022-12-20 01:33:00,103.59142,20,r,-0.63,1.18,GTC/ULTRACAM,  
2022-12-20 01:33:21,103.59166,20,u,0.81,1.97,GTC/ULTRACAM,  
2022-12-20 01:33:21,103.59166,20,g,-0.09,0.90,GTC/ULTRACAM,  
2022-12-20 01:33:21,103.59166,20,r,1.05,1.18,GTC/ULTRACAM,  
2022-12-20 01:33:41,103.59189,20,u,3.43,1.96,GTC/ULTRACAM,  
2022-12-20 01:33:41,103.59189,20,g,0.65,0.81,GTC/ULTRACAM,  
2022-12-20 01:33:41,103.59189,20,r,0.84,1.28,GTC/ULTRACAM,  
2022-12-20 01:34:01,103.59212,20,u,2.93,2.03,GTC/ULTRACAM,  
2022-12-20 01:34:01,103.59212,20,g,0.07,0.81,GTC/ULTRACAM,  
2022-12-20 01:34:01,103.59212,20,r,0.33,1.23,GTC/ULTRACAM,  
2022-12-20 01:34:20,103.59235,20,r,0.11,1.23,GTC/ULTRACAM,  
2022-12-20 01:34:20,103.59235,20,u,-0.32,2.03,GTC/ULTRACAM,  
2022-12-20 01:34:20,103.59235,20,g,-0.55,0.81,GTC/ULTRACAM,  
2022-12-20 01:34:40,103.59258,20,u,-0.30,2.23,GTC/ULTRACAM,  
2022-12-20 01:34:40,103.59258,20,g,0.81,0.82,GTC/ULTRACAM,  
2022-12-20 01:34:40,103.59258,20,r,1.10,1.14,GTC/ULTRACAM,  
2022-12-20 01:35:00,103.59281,20,u,3.85,1.89,GTC/ULTRACAM,  
2022-12-20 01:35:00,103.59281,20,g,-0.48,0.87,GTC/ULTRACAM,  
2022-12-20 01:35:00,103.59281,20,r,2.30,1.21,GTC/ULTRACAM,  
2022-12-20 01:35:21,103.59305,20,u,1.47,2.15,GTC/ULTRACAM,  
2022-12-20 01:35:21,103.59305,20,g,0.18,0.88,GTC/ULTRACAM,  
2022-12-20 01:35:21,103.59305,20,r,2.18,1.12,GTC/ULTRACAM,  
2022-12-20 01:35:41,103.59328,20,g,0.34,0.91,GTC/ULTRACAM,  
2022-12-20 01:35:41,103.59328,20,r,0.27,1.19,GTC/ULTRACAM,  
2022-12-20 01:35:41,103.59328,20,u,1.42,2.02,GTC/ULTRACAM,  
2022-12-20 01:36:01,103.59351,20,u,3.18,1.86,GTC/ULTRACAM,  
2022-12-20 01:36:01,103.59351,20,g,0.97,0.94,GTC/ULTRACAM,  
2022-12-20 01:36:01,103.59351,20,r,-0.64,1.16,GTC/ULTRACAM,  
2022-12-20 01:36:21,103.59374,20,u,-2.27,2.06,GTC/ULTRACAM,  
2022-12-20 01:36:21,103.59374,20,g,1.01,0.92,GTC/ULTRACAM,  
2022-12-20 01:36:21,103.59374,20,r,0.40,1.23,GTC/ULTRACAM,  
2022-12-20 01:36:40,103.59397,20,u,1.65,2.19,GTC/ULTRACAM,  
2022-12-20 01:36:40,103.59397,20,g,-0.72,0.81,GTC/ULTRACAM,  
2022-12-20 01:36:40,103.59397,20,r,0.93,1.27,GTC/ULTRACAM,  
2022-12-20 01:37:00,103.59420,20,r,2.31,1.24,GTC/ULTRACAM,  
2022-12-20 01:37:00,103.59420,20,u,1.98,2.04,GTC/ULTRACAM,  
2022-12-20 01:37:00,103.59420,20,g,0.92,0.84,GTC/ULTRACAM,  
2022-12-20 01:37:21,103.59444,20,r,-0.04,1.19,GTC/ULTRACAM,  
2022-12-20 01:37:21,103.59444,20,g,0.08,0.89,GTC/ULTRACAM,  
2022-12-20 01:37:21,103.59444,20,u,0.93,2.22,GTC/ULTRACAM,  
2022-12-20 01:37:41,103.59467,20,u,-3.11,2.15,GTC/ULTRACAM,  
2022-12-20 01:37:41,103.59467,20,g,1.14,0.89,GTC/ULTRACAM,  
2022-12-20 01:37:41,103.59467,20,r,-1.06,1.12,GTC/ULTRACAM,  
2022-12-20 01:38:01,103.59490,20,u,-1.68,1.86,GTC/ULTRACAM,  
2022-12-20 01:38:01,103.59490,20,g,0.53,0.83,GTC/ULTRACAM,  
2022-12-20 01:38:01,103.59490,20,r,-0.88,1.23,GTC/ULTRACAM,  
2022-12-20 01:38:21,103.59513,20,u,0.10,1.92,GTC/ULTRACAM,  
2022-12-20 01:38:21,103.59513,20,g,0.08,0.81,GTC/ULTRACAM,  
2022-12-20 01:38:21,103.59513,20,r,0.39,1.14,GTC/ULTRACAM,  
2022-12-20 01:38:40,103.59536,20,g,0.08,0.97,GTC/ULTRACAM,  
2022-12-20 01:38:40,103.59536,20,r,1.01,1.14,GTC/ULTRACAM,  
2022-12-20 01:38:40,103.59536,20,u,1.12,2.00,GTC/ULTRACAM,  
2022-12-20 01:39:00,103.59559,20,u,3.30,1.82,GTC/ULTRACAM,  
2022-12-20 01:39:00,103.59559,20,g,-0.41,0.77,GTC/ULTRACAM,  
2022-12-20 01:39:00,103.59559,20,r,0.05,1.04,GTC/ULTRACAM,  
2022-12-20 01:39:20,103.59582,20,u,0.54,1.93,GTC/ULTRACAM,  
2022-12-20 01:39:20,103.59582,20,g,0.44,0.81,GTC/ULTRACAM,  
2022-12-20 01:39:20,103.59582,20,r,-0.60,1.09,GTC/ULTRACAM,  
2022-12-20 01:39:41,103.59606,20,u,1.10,1.94,GTC/ULTRACAM,  
2022-12-20 01:39:41,103.59606,20,g,0.83,0.83,GTC/ULTRACAM,  
2022-12-20 01:39:41,103.59606,20,r,0.37,1.09,GTC/ULTRACAM,  
2022-12-20 01:40:01,103.59629,20,r,-1.64,1.19,GTC/ULTRACAM,  
2022-12-20 01:40:01,103.59629,20,u,-0.07,1.96,GTC/ULTRACAM,  
2022-12-20 01:40:01,103.59629,20,g,1.79,0.82,GTC/ULTRACAM,  
2022-12-20 01:40:21,103.59652,20,g,1.52,0.87,GTC/ULTRACAM,  
2022-12-20 01:40:21,103.59652,20,r,2.32,1.22,GTC/ULTRACAM,  
2022-12-20 01:40:21,103.59652,20,u,-0.06,1.89,GTC/ULTRACAM,  
2022-12-20 01:40:41,103.59675,20,r,-0.70,1.15,GTC/ULTRACAM,  
2022-12-20 01:40:41,103.59675,20,u,2.07,1.93,GTC/ULTRACAM,  
2022-12-20 01:40:41,103.59675,20,g,-0.27,0.86,GTC/ULTRACAM,  
2022-12-20 01:41:00,103.59698,20,u,-1.95,1.94,GTC/ULTRACAM,  
2022-12-20 01:41:00,103.59698,20,g,1.30,0.85,GTC/ULTRACAM,  
2022-12-20 01:41:00,103.59698,20,r,2.07,1.15,GTC/ULTRACAM,  
2022-12-20 01:41:20,103.59721,20,u,0.42,1.95,GTC/ULTRACAM,  
2022-12-20 01:41:20,103.59721,20,g,0.12,0.96,GTC/ULTRACAM,  
2022-12-20 01:41:20,103.59721,20,r,0.12,1.15,GTC/ULTRACAM,  
